mpi 10000000 avg 2083.0112631579 1219.47715 674.1344 394.7572 222.65965 197.06355 120.85065 100.0842 94.7905 105.52455
mpi 10000000 max 2161.967 1491.262 768.71 443.636 269.762 218.656 137.22 109.263 110.428 111.278
mpi 10000000 min 2058.64 1066.423 571.813 361.208 183.301 181.122 112.989 96.979 90.816 101.31
mpi 10000000 std 32.763868139 142.8821830528 51.0905006933 25.4585230286 21.7690678723 10.3242417409 5.6363572435 3.3473057288 4.2753002665 2.2319250948
mpi 100000000 avg 23561.45445 13769.9878095238 7686.9000952381 4398.7367619048 2457.2588571429 1439.7015714286 912.1428571429 588.1116666667 416.4912380952 349.468
mpi 100000000 max 24501.71 16569.146 9602.337 6181.899 2863.465 1619.352 1003.811 653.05 440.163 360.121
mpi 100000000 min 23257.83 11991.436 6855.999 3742.652 2114.927 1271.611 831.538 539.764 393.423 331.888
mpi 100000000 std 400.2555991813 1418.4704047074 743.3142221575 513.5585188947 205.1204664619 95.4961736085 48.2535132444 32.6866429881 14.886406957 7.0248575715
