100mil 1 2 4 8 16 32 64 128 256 512
mpi_avg 23561.45445 13769.9878095238 7686.9000952381 4398.7367619048 2457.2588571429 1439.7015714286 912.1428571429 588.1116666667 416.4912380952 349.468
mpi_max 24501.71 16569.146 9602.337 6181.899 2863.465 1619.352 1003.811 653.05 440.163 360.121
mpi_min 23257.83 11991.436 6855.999 3742.652 2114.927 1271.611 831.538 539.764 393.423 331.888
mpi_std 400.2555991813 1418.4704047074 743.3142221575 513.5585188947 205.1204664619 95.4961736085 48.2535132444 32.6866429881 14.886406957 7.0248575715
mpi_spu 1 1.7110730072 3.0651438367 5.3564138355 9.5885113534 16.3655127685 25.8308819342 40.0628924496 56.5713088173 67.4209210858
mpi_eff 1 0.8555365036 0.7662859592 0.6695517294 0.5992819596 0.511422274 0.4036075302 0.3129913473 0.2209816751 0.1316814865
