10mil 1 2 4 8 16 32 64 128 256 512
mpi_avg 2083.0112631579 1219.47715 674.1344 394.7572 222.65965 197.06355 120.85065 100.0842 94.7905 105.52455
mpi_max 2161.967 1491.262 768.71 443.636 269.762 218.656 137.22 109.263 110.428 111.278
mpi_min 2058.64 1066.423 571.813 361.208 183.301 181.122 112.989 96.979 90.816 101.31
mpi_std 32.763868139 142.8821830528 51.0905006933 25.4585230286 21.7690678723 10.3242417409 5.6363572435 3.3473057288 4.2753002665 2.2319250948
mpi_spu 1 1.708118322 3.0899050147 5.2766897302 9.355135801 10.5702513892 17.23624377 20.8125884321 21.9748947749 19.7395891587
mpi_eff 1 0.854059161 0.7724762537 0.6595862163 0.5846959876 0.3303203559 0.2693163089 0.1625983471 0.0858394327 0.0385538851
