qs_cilk0 1 1000000 5000 10675 209.316
qs_cilk0 1 1000000 5000 14659 210.193
qs_cilk0 1 1000000 5000 1311 213.760
qs_cilk0 1 1000000 5000 18579 225.524
qs_cilk0 1 1000000 5000 22853 230.661
qs_cilk0 1 1000000 5000 3986 237.404
qs_cilk0 1 1000000 5000 13524 237.642
qs_cilk0 1 1000000 5000 18579 237.925
qs_cilk0 1 1000000 5000 9564 238.276
qs_cilk0 1 1000000 5000 4685 240.555
qs_cilk0 1 1000000 5000 22853 241.440
qs_cilk0 1 1000000 5000 4947 242.527
qs_cilk0 1 1000000 5000 9564 243.240
qs_cilk0 1 1000000 5000 3986 243.582
qs_cilk0 1 1000000 5000 4947 243.907
qs_cilk0 1 1000000 5000 13524 245.292
qs_cilk0 1 1000000 5000 1311 246.203
qs_cilk0 1 1000000 5000 4685 246.285
qs_cilk0 1 1000000 5000 14659 246.676
qs_cilk0 1 1000000 5000 10675 248.255
qs_cilk0 1 2000000 10000 32428 367.115
qs_cilk0 1 2000000 10000 20123 367.717
qs_cilk0 1 2000000 10000 6646 368.478
qs_cilk0 1 2000000 10000 6646 375.098
qs_cilk0 1 2000000 10000 2088 398.549
qs_cilk0 1 2000000 10000 17319 401.126
qs_cilk0 1 2000000 10000 29670 406.682
qs_cilk0 1 2000000 10000 32405 408.110
qs_cilk0 1 2000000 10000 17319 412.023
qs_cilk0 1 2000000 10000 32405 412.425
qs_cilk0 1 2000000 10000 8029 414.491
qs_cilk0 1 2000000 10000 20123 416.236
qs_cilk0 1 2000000 10000 8029 417.405
qs_cilk0 1 2000000 10000 29670 417.736
qs_cilk0 1 2000000 10000 32428 418.673
qs_cilk0 1 2000000 10000 3865 418.944
qs_cilk0 1 2000000 10000 3865 419.211
qs_cilk0 1 2000000 10000 2088 420.287
qs_cilk0 1 2000000 10000 111 420.911
qs_cilk0 1 2000000 10000 111 621.967
qs_cilk0 1 5000000 25000 22905 957.007
qs_cilk0 1 5000000 25000 22905 957.759
qs_cilk0 1 5000000 25000 17401 958.160
qs_cilk0 1 5000000 25000 32129 959.440
qs_cilk0 1 5000000 25000 25906 961.077
qs_cilk0 1 5000000 25000 19405 961.145
qs_cilk0 1 5000000 25000 25906 961.422
qs_cilk0 1 5000000 25000 9946 963.827
qs_cilk0 1 5000000 25000 14970 964.100
qs_cilk0 1 5000000 25000 32129 964.227
qs_cilk0 1 5000000 25000 9946 964.612
qs_cilk0 1 5000000 25000 19405 965.993
qs_cilk0 1 5000000 25000 14970 966.812
qs_cilk0 1 5000000 25000 6989 966.822
qs_cilk0 1 5000000 25000 29263 967.323
qs_cilk0 1 5000000 25000 6989 967.599
qs_cilk0 1 5000000 25000 17401 967.945
qs_cilk0 1 5000000 25000 29263 968.030
qs_cilk0 1 5000000 25000 24111 971.279
qs_cilk0 1 5000000 25000 24111 971.420
qs_cilk0 1 10000000 50000 30085 1918.451
qs_cilk0 1 10000000 50000 17264 1920.308
qs_cilk0 1 10000000 50000 21034 1925.564
qs_cilk0 1 10000000 50000 26947 1926.358
qs_cilk0 1 10000000 50000 17332 1926.877
qs_cilk0 1 10000000 50000 30085 1927.528
qs_cilk0 1 10000000 50000 10952 1927.778
qs_cilk0 1 10000000 50000 21034 1929.556
qs_cilk0 1 10000000 50000 26947 1930.638
qs_cilk0 1 10000000 50000 13132 1931.927
qs_cilk0 1 10000000 50000 29504 1932.596
qs_cilk0 1 10000000 50000 13132 1935.458
qs_cilk0 1 10000000 50000 14622 1938.106
qs_cilk0 1 10000000 50000 29504 1940.621
qs_cilk0 1 10000000 50000 14622 1940.850
qs_cilk0 1 10000000 50000 17332 1941.280
qs_cilk0 1 10000000 50000 10952 1941.369
qs_cilk0 1 10000000 50000 18544 1950.314
qs_cilk0 1 10000000 50000 18544 1950.332
qs_cilk0 1 10000000 50000 17264 1970.125
qs_cilk0 1 20000000 100000 18938 3892.418
qs_cilk0 1 20000000 100000 31327 3924.813
qs_cilk0 1 20000000 100000 8454 3926.305
qs_cilk0 1 20000000 100000 19480 3926.714
qs_cilk0 1 20000000 100000 14226 3930.258
qs_cilk0 1 20000000 100000 7294 3932.139
qs_cilk0 1 20000000 100000 19480 3934.042
qs_cilk0 1 20000000 100000 7294 3936.185
qs_cilk0 1 20000000 100000 31327 3936.406
qs_cilk0 1 20000000 100000 25868 3941.066
qs_cilk0 1 20000000 100000 8454 3944.575
