Program length stat 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36
cilk2 1000000 avg 204.3843 128.7952857143 96.0923809524 76.3767142857 63.1257142857 53.3605238095 45.2959047619 41.3778095238 38.9017619048 36.7937619048 35.8708095238 34.5923333333 35.272 33.743952381 33.2946190476 35.6601904762 32.977952381 33.9126190476 35.6136190476 39.0545714286 37.5243333333 38.5852857143 42.4097142857 47.310047619 46.5373333333 46.9097142857 49.6018571429 56.2632857143 50.0182857143 55.1374285714 47.5876666667 55.9575714286 64.2278571429 62.3121904762 56.9793333333 71.9504761905
cilk2 1000000 max 209.554 136.931 114.354 79.167 66.086 56.995 50.802 45.002 44.278 40.941 39.383 38.642 41.74 38.674 37.752 49.991 41.004 49.06 47.996 62.241 65.516 50.004 67.819 86.264 72.676 79.285 69.356 87.511 85.857 105.853 76.233 97.025 92.137 105.163 95.283 112.556
cilk2 1000000 min 180.481 121.631 82.187 69.928 48.576 46.428 39.539 34.978 34.663 32.678 30.415 30.488 30.004 28.587 25.488 30.693 26.811 22.561 29.016 29.821 26.183 26.977 30.152 32.543 29.235 29.141 28.339 36.522 35.673 29.091 24.954 32.686 35.759 38.585 34.525 43.407
cilk2 1000000 std 6.8606819448 2.5084203225 6.830861384 2.8541971926 4.2369490455 3.2469016711 3.0589539373 2.7271235326 2.3206175666 2.3578062241 2.3155094606 2.4691888209 2.8947749826 2.2523175504 3.0501660853 4.6517807195 3.5438675691 6.0007148531 5.2830182801 9.0605151375 8.9622368432 5.984344652 9.6629702842 14.2196285306 12.3388298041 14.921457761 10.6333346382 13.277419185 14.7257997309 16.6976592658 12.4831123697 17.5035347589 17.0708751278 19.4575147196 17.2441331801 20.2391357736
cilk2 2000000 avg 341.4281 213.2500952381 160.9555714286 131.2109047619 110.7831428571 95.2620952381 84.625952381 75.9573809524 66.9265714286 65.9992380952 63.0558571429 62.1423333333 62.0025238095 59.234 59.6324285714 56.6610952381 57.7193333333 55.919952381 54.9438571429 58.9468095238 56.119952381 56.9020952381 59.8484285714 55.9502857143 63.5338095238 64.9675238095 73.8222857143 64.1708095238 67.7013809524 71.8617619048 71.9598095238 76.9341904762 71.2219047619 73.9916666667 65.7283809524 78.3964285714
cilk2 2000000 max 348.905 216.819 171.064 148.733 118.328 101.6 91.927 82.319 75.716 73.374 68.775 68.702 69.013 72.089 66.278 71.669 69.897 74.112 68.594 75.99 78.405 70.486 100.788 88.711 94.54 91.845 147.308 95.282 101.714 108.21 112.229 135.547 125.875 121.37 106.007 123.779
cilk2 2000000 min 294.049 198.588 141.749 110.156 93.667 81.825 66.263 61.445 55.968 54.69 55.884 49.938 46.511 52.411 52.289 48.83 43.021 42.563 46.233 47.453 43.66 43.967 40.583 38.62 40.924 43.997 46.336 42.112 42.497 43.483 49.656 41.462 43.732 48.061 44.5 48.207
cilk2 2000000 std 12.5414169975 4.2243593231 8.8385896645 8.7543916402 6.843197398 5.3751843494 6.2023945414 4.8067726748 6.621129485 4.5817017461 3.6485154143 4.6370338831 4.8275318706 4.1769472345 4.7076124901 5.7165419346 6.5697117009 7.838727336 5.8439337204 8.7050818584 9.1491215779 8.037744117 14.5929581325 12.6581115066 14.6096085869 15.1070371404 26.2223882553 14.4475513068 17.5726454539 23.1655553914 21.2474272081 28.6415364176 19.9146097675 21.2841887051 15.4645270037 23.4959264822
cilk2 5000000 avg 782.17315 434.3092380952 324.3120952381 268.4856190476 228.684047619 196.8546190476 174.8427619048 155.4947619048 137.6385714286 135.7148571429 130.6585238095 123.4049047619 121.7238571429 117.0816190476 112.9209047619 116.061047619 109.7184285714 106.7755714286 106.2709047619 115.4692380952 111.0608571429 122.7187142857 116.9333809524 130.2475714286 113.1752380952 105.2939047619 127.3606666667 128.9969047619 107.214952381 141.5603333333 115.0616190476 129.3683333333 120.8184285714 150.9957619048 147.1963333333 136.4992380952
cilk2 5000000 max 791.563 440.299 365.786 288.083 244.571 211.357 193.789 176.051 156.319 152.785 145.872 141.563 137.185 132.485 129.808 128.672 124.038 130.289 125.786 152.847 166.171 154.805 166.587 236.523 211.737 176.472 200.084 220.917 197.955 266.207 197.763 219.666 230.083 253.99 302.987 271.997
cilk2 5000000 min 763.274 414.135 299.496 248.667 208.927 163.004 142.556 112.93 103.843 114.055 105.94 109.212 96.486 105.201 90.773 92.58 95.458 73.816 83.438 81.575 84.35 90.751 80.703 93.195 76.412 76.994 70.947 78.811 73.137 84.404 84.921 88.087 77.153 88.899 78.928 90.142
cilk2 5000000 std 7.1744569739 6.0661348312 14.3340539796 12.2953783572 9.5878301637 13.5203136298 11.3312274441 16.7972822799 13.1307480349 10.7052830476 10.2102958949 9.2978934921 10.205111358 8.3272350122 10.383909066 10.8649331221 8.1816758771 13.0999025247 13.3111642538 18.8886328539 24.6672247087 20.2932133856 24.8817923138 39.4806836334 36.6902703477 27.9542733458 41.9856303732 47.1301174547 30.4606665266 45.5250211283 31.7594417654 40.4957811992 45.9545768946 56.6961730357 70.5650567514 51.9910113346
cilk2 10000000 avg 1564.34865 825.5525238095 612.6685238095 488.150952381 398.6381904762 341.035 296.2531904762 265.9127142857 243.3314761905 229.2086190476 223.2453809524 213.4915714286 205.146952381 198.3069047619 191.1034761905 191.8062857143 185.3203333333 178.136047619 180.371047619 170.6813333333 182.129952381 188.6452857143 192.7709047619 172.7924761905 190.3999047619 177.3486666667 179.2262380952 192.942047619 191.5667619048 165.813 177.8636666667 196.0855714286 155.5881428571 181.7947142857 171.6297619048 195.5132857143
cilk2 10000000 max 1652.694 832.873 656.655 516.148 425.506 359.176 316.71 283.608 264.374 260.018 237.23 233.252 228.225 222.597 217.679 212.251 206.49 205.63 206.95 211.731 227.011 268.871 256.15 253.068 272.191 285.868 327.257 282.284 297.82 328.3 256.322 367.852 225.875 276.946 296.278 318.162
cilk2 10000000 min 1533.147 814.666 585.669 463.506 365.453 316.36 264.867 227.562 210.68 191.347 190.113 178.43 172.529 158.797 157.849 142.474 159.652 160.856 153.908 130.459 138.234 132.76 147.791 131.506 131.464 131.517 123.653 121.567 143.94 116.576 126.327 125.352 121.443 119.396 126.95 127.977
cilk2 10000000 std 23.0613265111 4.885781868 15.0019895668 16.5972948081 17.3723052086 12.1736860359 15.9658852734 14.5779603585 15.0447230803 19.7101037021 11.7193846446 15.840352299 15.7625003806 16.1735806855 14.7758951222 15.5663543938 12.5271551892 13.7126506281 16.5207298824 17.3452154825 28.69697949 37.0517037977 40.1671503818 38.3170219388 49.0610160014 45.9306864311 55.7213198739 54.7141848459 45.1844344259 43.9468488927 36.3786224235 77.425150214 27.5898409352 47.6613115127 46.4834913458 44.8042393241
cilk2 20000000 avg 3192.5622 1649.9018095238 1199.374 904.7693809524 766.2224761905 641.2308571429 550.7771904762 487.4049047619 433.1220952381 411.9172857143 392.7083333333 375.716 364.019952381 350.7358095238 340.2562380952 329.5988095238 316.149 305.5025238095 301.5102857143 303.3174761905 287.2358095238 292.9273809524 300.3284285714 299.6833809524 279.186 289.51 265.2255714286 278.1722380952 262.8724761905 266.0587142857 267.7203809524 277.6154285714 266.9295714286 282.1283809524 268.8687142857 272.2801904762
cilk2 20000000 max 3267.846 1671.905 1239.355 927.713 787.701 659.177 583.33 518.227 459.889 441.338 422.51 409.297 392.126 376.764 365.046 364.868 347.765 344.407 336.65 363.352 336.2 386.901 392.071 415.99 377.223 439.355 359.1 394.949 342.803 445.06 365.89 508.641 334.28 398.023 336.273 358.802
cilk2 20000000 min 3124.631 1582.812 1154.136 877.623 717.407 617.302 524.039 460.318 405.836 380.132 347.602 314.801 341.477 312.721 296.825 273.452 274.594 244.185 251.442 266.249 242.324 235.207 223.289 242.228 231.658 217.227 228.933 217.887 221.441 218.329 209.655 220.742 203.903 215.077 217.614 223.28
cilk2 20000000 std 30.5349384021 18.6585756815 16.4164246777 12.2209943682 17.6279008269 11.7121854719 16.0594136525 15.3950808634 17.2313632946 18.5585141624 20.0687457788 23.7668938694 15.6270496591 16.0596038358 19.0791817432 21.6149010445 20.8649177305 24.4017256124 26.9047769404 25.1238768219 28.2483418338 40.5063356816 50.1295484755 55.2106001403 33.9175942514 54.5913890957 33.3716980023 54.3178272107 33.4242944452 50.5132873946 40.1342440224 60.2619153252 34.1406632955 59.419592743 40.4080082337 37.7087301385
cilk2 50000000 avg 8360.46055 4276.9304761905 3001.0267619048 2257.2187619048 1873.4717142857 1566.5542380952 1371.169952381 1201.1527619048 1089.5314761905 1003.1275714286 937.6155238095 878.6500952381 841.6288095238 805.0603809524 777.565 739.4803809524 709.6825714286 701.574952381 671.3717142857 644.0442380952 634.9353333333 610.3520952381 611.5090952381 567.517047619 567.6899047619 572.8213809524 534.5861428571 545.5582380952 550.8186190476 527.5053333333 540.660952381 531.1434285714 512.2010952381 513.9771428571 525.0986666667 503.6599047619
cilk2 50000000 max 8471.6 4344.595 3128.512 2293.612 1911.943 1603.467 1400.782 1235.534 1114.045 1039.987 963.761 917.98 895.034 873.276 833.855 816.518 780.352 772.339 734.857 717.859 709.038 707.521 748.421 652.602 633.303 642.28 640.506 656.183 697.412 616.839 765.557 651.277 645.612 609.836 629.443 630.228
cilk2 50000000 min 8205.814 4224.014 2905.336 2230.591 1831.004 1528.469 1335.877 1167 1056.423 962.798 910.703 836.962 788.267 726.771 735.274 668.24 631.169 601.849 583.467 563.689 557.532 536.868 539.455 516.308 522.718 513.411 497.028 496.929 480.296 475.614 482.558 471.085 456.14 466.314 450.413 454.002
cilk2 50000000 std 51.4068001302 32.2399796753 55.4435548129 18.9255400977 23.6274328634 21.5696252515 18.4948098922 18.2371595017 14.9843377952 21.7928943318 15.1198920751 23.0168042502 29.1983660735 37.8037135841 27.0250427437 40.6915678101 42.5396118278 47.133192674 46.6964407146 46.7238498124 38.0144897655 46.5748330807 51.4962219807 36.6246513628 31.0535111846 41.447700634 33.4383340947 46.48580281 55.2887807683 38.0789257902 68.9837210583 49.9884250858 49.6243269152 37.2545528014 59.8852193887 51.2537223135
cilk2 100000000 avg 17356.9798 8829.5793809524 6212.7234761905 4594.1200952381 3787.4617142857 3134.518952381 2767.156952381 2404.4574761905 2172.3109047619 1972.9626666667 1843.8954761905 1714.7210952381 1618.2414761905 1541.8701428572 1479.0205714286 1418.005 1381.616 1334.276 1268.3706666667 1226.0158571429 1203.0996190476 1166.9484285714 1133.2486190476 1134 1088.2307142857 1055.5340952381 1023.9733809524 1013.7594761905 1013.3017619048 975.7242380952 976.5921904762 950.3643809524 954.4703333333 944.1981904762 924.5817142857 919.431952381
cilk2 100000000 max 17493.896 8946.769 6409.343 4657.184 3866.309 3169.027 2833.157 2457.176 2224.872 2016.196 1879.987 1751.712 1701.332 1619.856 1557.937 1497.068 1521.167 1450.202 1363.957 1326.655 1296.61 1290.486 1218.437 1235.786 1165.73 1158.172 1174.3 1161.691 1125.017 1083.48 1071.17 1067.479 1049.394 1180.225 992.281 1024.782
cilk2 100000000 min 17073.517 8711.923 6031.171 4528.295 3725.078 3078.193 2699.127 2357.766 2136.298 1921.802 1794.831 1665.311 1513.95 1435.651 1397.51 1345.925 1245.461 1138.406 1127.926 1102.715 1064.932 1059.229 1024.286 1022.888 1011.708 984.096 937.982 941.038 957.027 915.412 908.216 900.611 876.341 850.1 854.554 858.433
cilk2 100000000 std 102.3346576543 58.5194811986 111.1597978545 31.367262421 41.3791578408 21.5975053432 33.4216406651 22.4517798017 26.3084073727 24.0738362509 20.638790138 22.2227311911 52.1718111978 44.9368354085 43.9152946473 52.5785544429 85.1845329781 76.648609763 74.3384384577 67.4957577313 68.0892808946 64.2771729555 53.0804514982 58.5970289281 49.8028929934 51.9560624094 63.6402627654 58.8275752013 48.1738517952 46.2407490477 46.7116257409 44.3001145399 47.4240961921 73.3566617947 49.928874625 53.1654720279
cilk2 200000000 avg 35722.63945 18159.3804761905 12885.2101904762 9387.4110952381 7711.457952381 6352.5080476191 5560.9309047619 4853.4567142857 4394.7965238095 3964.7404285714 3682.6598571429 3367.0407619048 3180.6703333333 2966.8400476191 2842.5083809524 2708.1089047619 2579.4951428572 2461.3612857143 2410.9332857143 2352.0333333333 2279.1553809524 2236.4906190476 2154.9433333333 2125.6273333333 2074.198952381 2004.6273809524 2007.7168095238 1958.0045714286 1941.5433809524 1925.7354761905 1877.9157619048 1855.4760952381 1837.2958571429 1808.3661904762 1778.8507619048 1764.9588571429
cilk2 200000000 max 36168.777 18359.573 13201.434 9485.463 7848.722 6457.718 5653.821 4891.265 4574.451 4035.178 3768.629 3431.607 3260.073 3101.471 2961.288 2868.173 2756.084 2588.576 2578.837 2521.782 2413.126 2363.414 2224.364 2266.887 2269.389 2092.158 2093.083 2108.302 2048.112 2072.07 2002.788 1935.897 1929.732 1986.869 1862.754 1879.313
cilk2 200000000 min 35072.54 17848.566 12580.361 9252.779 7542.619 6283.82 5491.746 4779.316 4309.515 3912.312 3617.12 3312.089 3111.273 2875.343 2740.697 2579.087 2469.84 2310.768 2257.195 2155.848 2143.898 2126.149 2037.563 2025.901 1956.072 1925.207 1942.164 1883.361 1850.08 1785.866 1788.803 1767.928 1755.116 1720.081 1667.528 1675.168
cilk2 200000000 std 273.2556034453 108.4684181901 178.2494495312 56.6273369883 76.2795686436 45.0364095055 43.6374067847 31.3126825171 60.7985561158 34.1426043625 38.8851117824 33.2456807253 44.9251891908 53.8184040245 57.7767645732 82.0849360065 66.1649391976 73.1327026235 89.7657056849 105.7130208136 77.7712464452 71.681448705 57.0637005244 64.6516703677 75.2696873299 44.5668622863 42.0145181831 54.434266778 59.9415103067 86.4475635207 58.8742395449 46.7081303896 46.2013072643 67.974253605 54.153850104 58.2336373587
openmp 1000000 avg 181.6323 118.6251904762 77.1444761905 66.5498571429 58.7259047619 60.1597619048 58.6406190476 63.854952381 60.260047619 59.8116666667 62.9964285714 71.9098571429 70.5207142857 81.157952381 87.0764761905 96.036047619 102.5970952381 116.896 118.602047619 130.7555238095 134.202 153.2957142857 158.2898571429 172.6859047619 176.0774285714 192.5545238095 199.7216666667 223.891952381 231.0571904762 240.5695238095 256.3358571429 270.4147619048 294.744047619 300.9816666667 313.8299047619 340.9455714286
openmp 1000000 max 194.329 125.188 92.705 81.457 85.045 73.437 73.996 83.181 72.502 68.739 80.609 87.682 95.192 99.488 122.235 119.882 125.187 137.107 141.759 167.31 157.84 184.491 196.801 194.88 198.148 251.435 247.136 264.455 255.136 270.523 311.153 318.268 326.329 334.662 371.302 426.943
openmp 1000000 min 135.735 90.423 65.026 53.656 46.508 50.295 44.762 50.978 51.772 49.469 45.414 57.418 48.285 65.677 59.367 73.997 74.697 99.571 87.368 80.918 100.464 126.086 112.007 142.566 148.942 137.946 165.475 186.12 187.92 204.615 198.3 191.99 259.693 248.733 266.525 292.831
openmp 1000000 std 22.4274251658 6.721168839 6.0095053009 7.2854948925 8.2782322685 6.5837113462 7.1811516032 9.6882586592 4.9127587614 4.3960368439 8.1598140578 8.9910396689 12.1218784483 9.6243303376 14.1880676578 11.2351995509 14.3291891289 11.4455999581 14.6411010429 17.3832468907 14.0445491775 18.4086285234 20.1651487009 14.3413106336 16.1689013868 27.2861138377 20.8658475297 20.7758171957 20.9937909812 22.9669693204 24.8824921828 28.1588685105 19.15090192 21.9990753791 30.261745465 32.1568005694
openmp 2000000 avg 312.631 208.3585238095 141.9758571429 111.8561428571 99.1656666667 92.347952381 90.8221428571 89.6273809524 85.8187619048 88.6434761905 87.7485238095 91.957047619 93.9261428571 101.8243809524 100.865952381 108.3955714286 116.0984285714 127.2572857143 139.2073809524 140.0141904762 145.9802380952 153.581952381 168.7133333333 181.4315714286 195.2022380952 201.599 218.2196666667 238.1912380952 257.7511904762 267.7316190476 264.7718571429 280.1527142857 309.8354761905 302.5371904762 332.0678571429 344.7043809524
openmp 2000000 max 328.902 220.252 175.344 141.399 111.601 110.55 126.42 113.649 104.139 116.13 111.35 113.045 113.224 128.015 113.932 132.317 150.63 161.74 161.259 180.482 192.608 187.589 199.364 223.392 238.039 231.273 251.731 278.523 309.096 299.028 306.969 335.454 364.777 348.146 363.61 425.506
openmp 2000000 min 263.507 192.912 116.997 94.887 85.587 73.605 75.485 75.049 72.597 65.208 70.556 76.966 72.965 79.021 77.216 84.437 92.63 99.652 107.898 114.753 113.944 131.319 142.442 136.613 152.287 149.923 171.392 210.013 228.096 240.749 208.036 231.122 271.949 266.178 280.395 296.398
openmp 2000000 std 19.4537253273 4.7999693189 16.9284845639 11.7644467965 7.1288917956 8.4600359779 12.5728683175 10.0162498944 8.4278357003 12.9211726388 10.6135900506 9.1486107605 11.4820498574 14.9547331219 8.6763320215 13.7392332267 15.3564784458 16.6159620219 15.3490193057 17.5258347123 20.7335624795 15.3044983043 14.7925466311 20.1498270528 22.8187716473 23.0188077298 17.764571237 17.1657869639 20.7150533854 18.6434356476 24.1752962801 29.6812711539 22.1263433459 23.4761878712 24.4793553373 30.9856098866
openmp 5000000 avg 718.1958 439.094952381 279.9355714286 230.0638571429 194.7780952381 181.9873809524 163.0532857143 155.4106190476 147.3540952381 149.8407619048 146.7748095238 145.248952381 146.9547619048 143.7745238095 154.0112380952 152.4801428571 161.4825238095 166.3550952381 163.6363809524 178.316 185.265952381 190.5706190476 202.5305714286 206.5267619048 221.9580952381 231.781047619 241.771952381 252.113047619 269.9180952381 283.6240952381 299.5381428571 305.9977142857 334.5157142857 336.5394761905 359.1906666667 370.6763809524
openmp 5000000 max 733.118 483.295 329.651 265.143 221.092 234.792 198.968 187.16 173.583 193.583 170.651 167.847 167.373 168.337 182.171 178.358 191.575 186.323 186.923 221.363 216.871 224.894 241.69 249.184 255.862 285.049 290.369 288.522 303.54 317.494 364.834 336.751 391.719 394.663 420.762 421.29
openmp 5000000 min 682.519 410.373 251.623 191.269 172.283 159.295 138.388 131.941 124.012 123.638 116.325 111.252 125.694 120.894 135.411 128.202 124.581 134.777 133.928 147.604 129.34 160.942 169.811 162.209 181.344 185.52 204.926 208.404 234.695 249.807 257.697 248.342 295.321 283.495 292.942 318.382
openmp 5000000 std 16.2101948977 19.1392684721 19.9804090463 21.9142691466 14.4138562117 21.2475561547 15.9454246671 14.6965670804 12.3564881577 16.263167554 13.0041114368 14.2769822703 12.1864176398 14.6933997721 11.652644103 13.9100810145 16.2793571145 13.4114158645 13.8975296995 17.2477303087 20.6671526255 18.893691062 16.6829958238 22.4856918504 21.0505855831 30.8034717093 22.894837085 20.9542244463 18.6680628425 19.908406822 26.6643457116 21.295859335 27.2678304585 29.9459777426 28.2355977293 28.8696067093
openmp 10000000 avg 1445.907 845.959952381 489.5062380952 400.914 330.753047619 294.3733809524 275.3482380952 241.5236190476 235.778047619 224.9634285714 227.266952381 224.2968095238 228.0852380952 228.8856666667 233.1973333333 236.3926190476 237.4398095238 239.9138571429 253.2739047619 241.2993809524 244.7507619048 255.3341904762 257.6935714286 268.8891428571 269.9914761905 289.3734761905 295.7434761905 302.5423333333 305.6428571429 333.3036190476 336.6425714286 370.9243333333 380.6207619048 392.6045714286 417.6623809524 406.5005238095
openmp 10000000 max 1451.685 879.186 541.285 463.767 380.291 347.863 321.33 296.516 265.438 261.9 255.587 262.697 278.279 267.138 269.654 283.062 276.619 267.442 291.24 269.654 286.527 304.637 312.871 327.721 317.632 334.749 346.825 350.055 384.316 374.038 393.895 433.342 447.435 464.559 490.148 496.819
openmp 10000000 min 1432.615 794.156 439.975 342.773 295.007 267.647 221.139 206.94 185.077 185.266 180.53 182.315 197.197 192.633 206.672 203.236 204.637 208.615 212.018 215.879 202.776 213.156 222.523 219.514 234.311 243.818 246.091 263.283 264.998 265.393 271.043 316.023 339.151 288.303 368.353 331.091
openmp 10000000 std 6.2180379185 20.0225697588 31.7971207752 34.3819620848 21.652952802 22.626073538 25.4361170639 21.1006879615 17.7889833759 22.1367075885 20.009591059 18.7811282505 19.2024639771 20.7024994876 15.9701656577 25.2902541021 18.3711573985 17.6644222557 24.4596881622 17.0523310297 21.7270500089 24.131935164 24.1765814138 29.3131548119 20.1538142261 22.8788761604 26.7913906911 25.8263013193 29.8869576894 27.8412629086 29.6403266506 37.3374540192 27.3965871997 39.4189416278 28.5915890613 42.9058587918
openmp 20000000 avg 2981.602 1650.1501904762 949.7195238095 680.490952381 569.765047619 510.336 457.5197619048 418.1675714286 393.9182380952 384.5481428571 374.1906666667 368.7823333333 359.1779047619 369.2414761905 358.450952381 353.0581428571 356.835 353.5304761905 358.0497619048 362.0806666667 375.0767142857 365.5205238095 390.2639047619 380.8424761905 393.6562857143 399.2821428571 393.8881428571 423.9993333333 433.0390952381 444.1991428571 450.1321428571 474.4331904762 476.6806190476 512.0944761905 524.4512380952 535.3965714286
openmp 20000000 max 2994.361 1670.703 1048.767 799.717 638.558 596.295 537.41 496.365 469.869 485.745 439.525 406.473 391.697 418.339 420.605 383.711 393.037 410.871 405.151 421.693 429.628 421.748 468.552 455.524 467.707 449.532 458.181 453.742 469.154 487.673 501.038 544.43 555.717 570.88 593.216 590.065
openmp 20000000 min 2963.959 1596.12 851.865 597.036 498.408 432.761 401.898 369.571 316.989 321.742 323.607 337.558 303.117 326.111 306.706 319.328 308.235 301.037 309.242 320.001 315.937 309.268 337.785 328.276 308.398 354.94 352.304 364.708 384.212 397.247 405.814 407.382 419.563 474.773 445.457 478.999
openmp 20000000 std 10.0092797721 21.7918414014 57.5710048815 60.5712993137 45.2869399612 44.3159129535 33.2751227449 32.2261588551 34.8416701866 32.2864975575 26.8151560322 19.8818794719 23.0377917603 24.7139914029 26.4250220009 18.0530561936 24.1876369102 21.8632117485 28.848928129 28.3191897648 27.3917828831 28.9015637736 31.4453378419 33.2871895429 35.9296957142 27.2133006364 28.2919505996 21.4487555195 23.7222122723 26.4122448881 23.518548219 41.5652926811 35.411754271 23.8187805914 39.340389956 29.8041428724
openmp 50000000 avg 7844.593 4185.3636666667 2326.1592380952 1656.654952381 1247.9590476191 1048.5524285714 956.232 845.5672857143 802.6985238095 799.6442857143 766.1361904762 757.9147142857 730.2336190476 734.749 700.5223333333 705.3761904762 692.9966190476 695.4414761905 695.4675238095 694.0428571429 693.4494285714 685.8476666667 689.021952381 692.893047619 711.0333333333 701.8457619048 733.5087619048 725.9824761905 724.3623333333 737.8563333333 748.4131428571 761.9703809524 764.0196666667 797.1635714286 813.5881428571 842.3201428571
openmp 50000000 max 7893.363 4259.558 2562.451 1999.955 1483.989 1342.282 1114.62 940.095 902.108 874.283 819.164 818.035 823.044 799.554 741.052 765.975 748.157 783.477 750.262 760.565 758.933 744.425 808.792 756.274 774.376 759.717 832.746 849.367 804.674 782.304 845.275 827.772 864.987 879.347 928.077 924.565
openmp 50000000 min 7797.186 4068.851 2079.569 1388.937 1062.4 938.103 873.994 757.692 734.484 730.978 719.09 707.277 648.708 611.021 647.669 641.401 631.756 647.824 628.12 625.417 643.809 635.938 600.617 622.884 625.871 626.628 631.879 649.731 646.43 646.066 663.156 664.796 689.715 731.158 736.871 784.476
openmp 50000000 std 31.6473535492 43.9416165489 147.9813113555 178.5317030783 115.4591997822 100.3900528163 63.634690554 45.4003109165 48.3179522348 42.9526861304 29.562810292 31.5553626396 39.1599930228 38.9994745157 28.7744867136 35.1946168606 39.8952354743 41.8511740548 32.1828249469 29.6248687968 33.072292915 26.8716758862 51.2925082351 36.475929546 41.3657827586 39.0897646474 54.9272261332 52.4818312558 43.2431391857 27.4708836995 46.7081069273 37.6762190161 45.5099319296 40.1164827802 52.3117585599 31.6819724611
openmp 100000000 avg 16180.1173 8546.5555238095 4679.8318095238 3113.9163333333 2363.5128095238 1963.9182857143 1704.7328571429 1510.0076666667 1447.9134761905 1405.9508095238 1336.4984285714 1285.9562380952 1290.9813333333 1291.1118095238 1250.7690476191 1268.5737142857 1256.3257142857 1243.6103333333 1216.9682857143 1240.4927142857 1211.9320952381 1195.5389047619 1228.3490476191 1214.7409047619 1193.4862857143 1207.4023809524 1219.5328095238 1209.9373333333 1229.8881904762 1239.8977142857 1241.3321904762 1256.8491904762 1268.8789047619 1256.5285238095 1293.1229047619 1310.6800952381
openmp 100000000 max 16383.636 8669.736 5222.61 3993.55 2892.616 2350.457 1936.531 1758.348 1816.579 1733.25 1420.345 1352.429 1405.629 1384.92 1342.617 1447.151 1371.994 1381.905 1295.893 1359.761 1343.743 1277.274 1351.351 1352.672 1272.851 1371.714 1307.828 1343.912 1306.171 1364.123 1308.096 1385.462 1345.941 1331.066 1404.929 1410.309
openmp 100000000 min 15933.089 8473.888 4113.66 2729.675 2006.627 1725.727 1466.06 1381.257 1305.025 1290.607 1273.658 1230.907 1218.889 1186.619 1148.629 1208.67 1143.827 1141.41 1110.532 1150.01 1148.678 1091.797 1133.964 1119.614 1115.572 1119.294 1120.218 1117.335 1162.069 1122.154 1183.74 1169.358 1203.362 1164.564 1173.308 1201.346
openmp 100000000 std 138.4784090977 42.9720507558 317.2362038773 325.6259744737 243.8684918442 180.0705815085 136.0046141204 90.1982711327 124.3793120152 89.134281457 41.7881132543 34.4040897204 58.1122269633 58.7376444868 46.6021328262 51.2756335506 51.3518913519 70.4693907944 52.7926887383 56.3719870992 50.0962160776 44.8473920746 60.5713947458 54.255382167 43.0839185545 57.758306339 57.1148592282 54.1108506867 42.2532883521 57.0101093221 41.9114577921 59.1759221547 39.6079451788 45.4441782945 65.0498120304 51.5913112412
openmp 200000000 avg 33585.8804 17531.1451428571 9453.567952381 6074.0432857143 4719.3999047619 3721.6783809524 3269.4572857143 2979.7143333333 2668.5221428572 2580.026 2490.2916666667 2399.9958095238 2311.6077142857 2256.9313333333 2244.0797142857 2240.9181428572 2207.2220476191 2222.280952381 2236.9194285714 2213.7225714286 2204.6327142857 2183.281 2201.4543333333 2174.4298571429 2191.993952381 2161.664952381 2151.0641904762 2135.0476190476 2131.7964761905 2189.5924761905 2192.6934761905 2180.4290476191 2167.3034761905 2165.4084761905 2197.6293809524 2223.6086190476
openmp 200000000 max 33743.636 17672.905 10459.891 7967.075 5784.421 4286.094 3932.265 3487.779 2959.705 2902.752 2797.254 2579.613 2639.313 2521.162 2384.12 2397.086 2296.632 2374.458 2658.078 2348.04 2432.208 2360.771 2447.78 2321.432 2382.256 2319.435 2343.977 2253.322 2288.132 2338.929 2360.943 2357.241 2289.674 2241.667 2268.435 2332.592
openmp 200000000 min 33066.731 17443.778 8320.467 5004.823 3833.376 3234.575 2800.244 2563.694 2449.735 2434.159 2280.992 2259.61 2212.906 2120.143 2143.595 2108.8 2108.736 2078.164 2078.642 2106.151 2073.375 2025.009 2029.901 2021.056 2063.51 2082.24 2061.322 2025.827 2017.024 2045.368 2018.829 2049.079 2025.847 2054.296 2049.337 2057.699
openmp 200000000 std 209.4428586497 56.5929102073 685.9707428912 671.2981135129 556.9675607167 284.8506619409 309.0645538258 241.2473277154 149.122739643 115.5205491581 134.2048854842 79.4518779971 105.4218626169 107.9683003823 65.4586521173 86.396242154 60.9134156902 66.9454642717 119.380557163 78.7938822305 85.580906807 103.734326219 112.9589184378 78.8742159481 76.9922518118 76.2084234199 67.6150733066 54.8470703361 67.2927782445 72.9259617438 69.8832651581 79.7757036631 66.7870371132 50.4875434415 50.8768451886 64.9874846747
