Program length stat 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36
cilk0 100000000 min 20555.505 10498.708 7279.54 5451.082 4456.033 3712.853 3242.938 2836.888 2549.464 2317.804 2149.794 1971.472 1860.569 1700.007 1614.581 1520.676 1479.366 1367.214 1336.723 1298.263 1274.36 1252.545 1244.27 1217.977 1191.406 1166.63 1160.48 1148.078 1109.69 1103.416 1099.514 1089.523 1071.903 1063.427 1055.63 1030.402
cilk0 100000000 std 159.7881531121 66.2352514209 137.6993365305 26.0686039087 47.8416261351 25.5539225136 20.2047162339 21.0128398207 25.6666570074 22.314692535 18.1513444819 34.3599230885 46.7148585766 61.5914714728 83.036682861 82.4708607786 102.7293170319 127.1539117898 97.1654245739 95.9559771115 92.6407019217 72.3916784324 75.829817783 75.434911022 74.7645313711 49.8160790804 45.7262597985 70.7348205588 66.9403736079 72.3248782042 73.1199436653 59.7229049081 70.4484241825 60.5022671574 69.381928868 59.7395734632
cilk0 200000000 avg 43372.5388 21805.8071428571 15483.3509047619 11249.4268571429 9272.4115238095 7595.8731428572 6632.2567619048 5786.2513333333 5236.1788571429 4697.5841428572 4353.1225238095 3990.9877619048 3821.375 3507.6433809524 3326.4883809524 3177.2997142857 3037.5072380952 2891.6260476191 2839.3551428572 2742.2912380952 2661.8043333333 2607.1003809524 2551.3985714286 2487.9403809524 2473.3550952381 2438.6028571429 2397.7438571429 2366.5417619048 2312.6956190476 2304.1540952381 2277.0610476191 2229.2160952381 2243.7931428572 2199.427 2192.515 2132.993
cilk0 200000000 max 43929.394 22045.235 16014.873 11402.944 9477.709 7694.922 6736.258 5868.153 5334.882 4749.62 4407.77 4057.543 4763.384 3612.816 3467.274 3311.565 3186.166 3138.203 2982.587 2995.538 2790.498 2828.244 2731.768 2636.989 2576.861 2557.281 2547.906 2549.38 2461.022 2466.649 2453.213 2412.542 2466.158 2352.286 2400.887 2390.486
cilk0 200000000 min 42446.438 21684.29 14998.244 11140.698 9099.863 7532.563 6527.414 5703.072 5159.636 4654.032 4293.477 3931.084 3687.681 3409.596 3225.657 3062.077 2870.811 2712.468 2672.546 2561.745 2565.822 2495.585 2459.841 2420.279 2382.796 2330.292 2304.788 2269.105 2214.465 2197.85 2175.618 2147.087 2111.329 2096.898 2085.525 2005.146
cilk0 200000000 std 309.4244889813 81.1478312189 299.2683493263 64.7343098614 87.5584175906 41.2579899708 51.5254817473 43.0360917537 44.8507048677 20.9500266665 32.1576313472 40.8745808418 220.7387152923 68.409845378 74.4710169888 84.29885008 92.2204699884 130.0003284771 105.5193118753 111.2916172589 69.2944979167 79.0514458884 69.211091613 57.1972515926 59.1212482547 64.7368136977 76.3333574326 69.3226708523 59.6444545616 74.6678991635 94.7731066392 71.5003054224 104.3700017832 81.4743365699 87.7248546502 84.4519676591
cilk1 1000000 avg 268.3629 167.8780952381 128.6638571429 103.5316666667 85.2762857143 73.0425238095 65.8976666667 60.2455714286 55.2634761905 53.2874285714 51.315952381 50.643047619 49.7342380952 49.7215714286 49.2702380952 48.9039047619 51.1615714286 48.0983333333 51.9314761905 51.602 54.0669047619 54.2550952381 58.2108571429 58.8275238095 59.7613333333 60.2075714286 61.8434285714 65.5563333333 67.749952381 72.3021428571 77.512 67.2289047619 75.1443333333 74.7703809524 79.435 76.2968571429
cilk1 1000000 max 273.475 174.299 152.396 109.284 90.146 82.043 72.697 64.591 59.733 56.685 55.179 52.704 55.674 55.998 55.621 55.004 58.031 53.412 64.647 62.713 78.271 65.208 79.66 89.91 75.195 79.102 79.966 77.086 92.002 113.511 109.38 94.086 125.427 143.227 174.324 120.526
cilk1 1000000 min 222.857 161.211 106.546 100.533 71.065 61.454 58.09 55.186 49.515 44.08 45.355 46.22 46.01 41.967 43.795 45.291 45.067 36.327 46.581 36.113 42.487 36.198 37.661 44.268 50.972 42.018 44.431 55.909 50.155 44.002 49.701 45.389 49.938 47.71 47.142 43.2
cilk1 1000000 std 11.320376867 2.6911849231 8.2295982908 2.156512099 4.4620668097 4.8552300421 3.1560446659 2.4459107623 2.7794237464 2.4975054669 2.7404389516 1.6360338467 2.4345950157 3.6348946143 2.8316005704 2.5235489079 3.7540406973 3.5466585166 5.0332658644 6.7239142469 7.8469155654 7.1377040069 8.88291794 11.1424370387 5.1306236008 9.3417547847 7.4669665298 6.8958051476 9.0802676749 14.0241661794 15.1722461587 14.3852595663 19.8648504986 22.5817888695 27.9305298607 19.9085369962
cilk1 2000000 avg 469.9266 270.4717142857 212.1113333333 174.5176190476 148.7168571429 131.1574761905 116.6042380952 105.6775238095 97.4656190476 93.6138571429 90.135952381 85.0454761905 84.461 82.673047619 80.9001428571 78.7683333333 80.7826190476 79.7431428571 77.7152380952 79.2461428571 81.5122857143 85.1952380952 80.2125238095 88.7238095238 82.7506666667 85.0651904762 88.4335238095 86.2756190476 88.2362380952 92.3980952381 95.221 96.7317142857 98.1494285714 98.1750952381 91.2555238095 102.2015238095
cilk1 2000000 max 477.212 286.393 223.729 183.047 152.665 133.644 125.289 110.845 103.576 97.499 94.939 92.188 90.491 88.804 90.437 86.409 88.271 96.108 97.587 88.217 106.161 97.653 104.858 124.63 107.173 107.811 130.913 126.57 132.39 124.402 132.022 141.918 135.101 142.366 148.478 154.193
cilk1 2000000 min 451.692 231.317 183.429 165.333 134.645 124.42 104.981 99.862 89.373 87.263 81.917 75.695 66.927 75.287 71.008 67.954 68.354 63.007 66.102 62.633 57.379 70.153 62.705 57.774 53.796 59.35 56.28 63.283 61.36 57.212 65.492 64.367 69.679 56.939 65.48 64.638
cilk1 2000000 std 6.617370979 10.386717177 8.126885654 4.6421177223 3.7952375194 2.9230982984 4.9030334886 2.7631497357 3.8360472426 2.9441614814 3.4749684384 4.8684412251 5.8527573929 4.1301796629 4.6485096352 5.5324086286 5.0419428049 7.0070318772 6.8389662735 5.5694822316 10.9282724076 7.6641109198 10.5394020116 15.4036568957 14.4264621697 14.8138255445 18.8546717384 14.3108674736 16.3491064279 18.1480030001 20.522953077 23.9339404761 18.5031950527 23.1236386278 25.2952981612 25.4779936958
cilk1 5000000 avg 1100.12875 578.8982380952 432.5027619048 357.1111428571 297.0132380952 260.0203809524 235.3441904762 212.5532380952 195.3522857143 179.4528095238 174.7176190476 168.8012380952 159.3632857143 158.0748095238 156.7301904762 147.0047142857 147.9607142857 147.4479047619 145.2624285714 142.9885238095 144.9559047619 146.3213333333 146.4172857143 141.8241428571 152.862 152.8032380952 149.9611428571 133.8212857143 135.5545714286 142.8624285714 146.0103333333 144.0269047619 147.047 137.729952381 153.655952381 140.922
cilk1 5000000 max 1127.057 593.14 472.978 364.336 304.74 267.171 243.065 222.409 204.481 191.689 184.504 178.675 174.724 172.125 169.26 164.463 163.583 162.886 162.471 158.964 168.551 169.611 201.652 187.484 192.524 185.107 172.438 188.336 208.733 192.883 199.17 216.096 202.309 179.645 235.004 223.657
cilk1 5000000 min 1082.186 539.36 394.838 347.21 269.247 242.845 228.046 194.062 182.961 149.773 142.84 137.774 145.672 124.208 135.873 125.244 118.129 122.392 124.212 110.855 120.036 111.611 113.112 112.873 114.474 112.484 112.216 107.4 96.149 108.347 103.874 101.611 103.559 95.94 107.376 111.17
cilk1 5000000 std 11.17212453 10.4800744554 23.4912367893 4.7299180044 9.7901950486 6.6467135223 2.9960470894 6.5440993338 6.5644937668 11.8430615789 10.501911714 12.046233274 8.5457014173 11.2450362055 10.0776988922 11.7102190165 12.1100022838 13.2708389143 11.6538658589 13.5384152788 15.7667133192 17.3375886049 21.9250960115 20.3805650248 22.3292316482 22.9459389041 19.1357352231 26.3837007756 31.3121130628 26.2853219641 29.0707736126 34.7446328271 29.9980392009 26.6237726618 39.5345629791 32.4358880501
cilk1 10000000 avg 2188.7285 1120.361952381 821.3128095238 649.7297619048 535.2726190476 456.522 401.454047619 358.9092857143 327.9144285714 308.5922380952 289.3686190476 278.8112380952 264.9526190476 258.5277142857 248.8583809524 245.9787619048 231.6016666667 235.8942380952 223.6055714286 230.508047619 226.9962380952 216.4061428571 219.1680952381 228.0525238095 227.8495238095 224.4723333333 230.8115238095 216.6712857143 225.3715714286 219.9522380952 206.071047619 214.605047619 213.9350952381 210.6380952381 219.6378095238 213.4702857143
cilk1 10000000 max 2242.846 1148.52 866.272 684.639 551.606 468.417 409.911 377.6 344.139 324.939 306.485 292.28 286.908 277.846 272.106 267.471 254.831 268.388 256.644 259.001 273.697 258.392 287.788 306.981 305.639 301.655 306.4 278.699 356.286 295.765 272.528 313.283 341.069 301.887 338.232 359.988
cilk1 10000000 min 2167.261 1089.723 786.141 606.975 518.119 440.252 383.039 333.255 304.957 278.552 255.159 249.18 243.171 236.746 209.15 212.63 201.176 190.877 182.932 198.999 187.153 187.075 182.146 181.847 178.859 178.078 174.784 173.817 174.422 163.651 160.165 161.415 165.716 168.272 175.937 166.202
cilk1 10000000 std 19.7573481853 11.5315321943 16.9269402067 18.6996244184 8.0171828561 8.0291750386 7.1841683825 10.1604449664 9.917791985 12.2322336141 12.9892833616 10.7583036065 12.8028267132 12.6505769716 18.6078608563 15.4309227006 15.246193936 21.0346820131 22.7906344439 16.2826207365 28.5415794866 19.7619641212 33.4166708394 34.1414038107 38.9126603223 38.0938214417 37.9645193142 35.3993104045 49.8549932249 40.5256590716 34.426755131 42.4840236447 50.5143739909 41.9374106865 52.3023301695 50.3237755004
cilk1 20000000 avg 4447.43825 2237.7362857143 1605.1913333333 1208.0083333333 1019.4760952381 860.9372380952 749.6591428571 665.8886190476 593.6542857143 549.6911904762 524.080952381 491.9764761905 485.8716666667 450.2132857143 439.4411904762 427.8784761905 412.3868571429 409.3198571429 381.1566190476 371.4752380952 368.9862857143 369.934 359.5800952381 330.772047619 339.1472380952 332.475 328.7301904762 335.502952381 354.2431428571 339.4327619048 320.7111904762 340.1597619048 318.6224285714 330.6626190476 319.3125714286 319.8023333333
cilk1 20000000 max 4471.984 2272.018 1678.244 1243.664 1076.28 871.454 757.8 682.933 608.51 575.599 541.273 517.447 506.973 486.532 478.507 460.03 454.919 440.713 433.183 425.72 423.726 455.508 416.55 407.159 413.064 412.174 427.811 416.296 470.749 443.039 429.192 535.211 431.838 436.129 430.835 423.578
cilk1 20000000 min 4422.99 2218.903 1541.851 1190.95 996.52 843.558 736.859 645.91 580.865 533.242 499.453 443.752 446.71 403.99 405.086 373.005 369.954 357.87 334.291 318.472 321.123 311.177 308.346 293.353 292.414 269.555 287.189 279.583 281.41 281.737 271.566 272.565 286.912 274.214 277.643 276.517
cilk1 20000000 std 13.6764969579 13.7240266691 28.7429610763 13.5750006163 16.7626552786 8.0844620965 5.6033709166 11.2318234249 7.8913111214 12.3886066957 11.2481917946 21.7559343895 13.6314172056 25.7061172606 23.5797326864 26.783914954 23.465397046 24.5712375478 30.8824202929 32.3939782041 28.9524603137 35.4357597717 35.1612782502 32.2200706121 32.0165184068 41.957816441 46.0917451607 40.7717273653 54.5255640276 46.9492493645 51.9715772299 65.7630609111 42.7318167921 52.5241091162 44.8722292031 39.6720772097
cilk1 50000000 avg 11492.6889 5728.998952381 4081.582952381 2986.7993809524 2484.7153809524 2055.9625714286 1805.047 1576.791 1427.2700952381 1296.2540476191 1198.7798095238 1134.3390476191 1076.0786190476 1045.0310952381 991.3478095238 942.7066190476 926.0888095238 869.5146190476 844.7147142857 830.4745714286 809.3604761905 752.9210952381 731.1333809524 736.6575238095 719.9634285714 698.3748571429 684.8950952381 688.5410952381 668.9745238095 655.4833333333 650.7567142857 648.8407619048 627.018 612.706047619 622.232 626.332047619
cilk1 50000000 max 11685.292 5806.345 4287.694 3062.502 2531.302 2085.959 1841.707 1602.54 1464.167 1325.737 1227.145 1183.11 1126.42 1087.844 1068.096 1021.107 995.671 974.396 962.46 895.743 874.885 874.882 833.985 826.999 807.026 784.686 785.367 841.021 761.258 760.711 818.097 778.509 754.853 702.929 763.77 805.102
cilk1 50000000 min 11402.736 5683.107 3947.462 2953.089 2447.824 2035.513 1775.889 1531.845 1411.781 1251.671 1153.352 1067.579 1003.313 960.215 874.138 857.638 810.674 742.662 736.516 710.974 713.688 673.387 657.553 671.639 653.592 648.283 630.377 622.672 619.251 610.189 603.328 593.379 588.695 580.181 572.692 581.723
cilk1 50000000 std 68.5013057101 36.1404722472 82.3049406345 27.8550303634 21.9235931692 12.3141305035 17.3301056258 14.463274771 13.2022821471 16.8444994033 18.6279360414 28.485488789 29.6691118817 33.9384210518 56.3996734899 43.9309807465 50.9822970722 65.4582776893 59.3436309987 56.8007566425 39.8868821038 59.1648788175 50.7952246943 43.8723922104 52.4646823936 45.0710797444 45.928971212 57.5302598777 43.5779567575 39.3726220404 58.0855973862 55.4503233542 47.6266814086 30.0191594327 50.9160336731 52.6307874171
cilk1 100000000 avg 23447.1853 11720.2754285714 8299.9267619048 6031.9876190476 4970.8224285714 4104.1194285714 3585.4541904762 3123.3226666667 2822.5432857143 2537.4927619048 2361.3136666667 2171.2431904762 2059.0102857143 1918.4445238095 1824.0205714286 1759.2573333333 1713.2954285714 1651.9005714286 1593.9602380952 1547.3558095238 1481.121 1437.7822380952 1400.6012380952 1355.739 1317.1677142857 1310.7231904762 1285.0996190476 1250.4664761905 1237.050952381 1248.0211428572 1225.6531428572 1172.9534285714 1183.8790476191 1168.6188095238 1158.4714285714 1142.4452857143
cilk1 100000000 max 23668.252 11989.972 8633.104 6103.742 5110.992 4147.26 3644.734 3142.332 2872.605 2580.323 2402.557 2209.738 2133.62 2015.658 1931.57 1958.398 1824.106 1811.521 1745.6 1697.692 1612.429 1581.379 1523.906 1448.183 1444.083 1424.459 1438.953 1403.051 1437.888 1379.615 1341.045 1258.46 1325.017 1316.38 1354.22 1265.239
cilk1 100000000 min 23131.694 11617.591 8069.864 5973.83 4889.26 4058.889 3525.958 3099.657 2788.593 2480.822 2320.007 2099.083 1959.44 1806.535 1737.473 1607.619 1551.347 1495.635 1432.249 1398.284 1384.31 1337.948 1328.006 1290.799 1263.972 1261.501 1222.256 1199.175 1176.554 1168.292 1159.209 1129.72 1121.358 1096.688 1085.756 1072.217
cilk1 100000000 std 132.6264703745 90.7864797272 167.0231341793 36.2400752572 58.9733441502 23.24391277 28.0346545629 13.2312931618 23.2448529101 20.5652823465 22.4665906678 29.4099609446 40.3993049756 62.331552131 66.5218412475 86.7236196156 79.7777306757 92.1972844999 97.4962672413 90.8201774291 77.1845417652 71.8462929349 55.3863164364 41.0580590019 44.771987307 48.296477045 52.158889493 47.755067293 60.8839798974 63.5383842305 52.4900657832 35.3275375983 65.3766539527 52.8608046123 78.5213116775 53.5546192911
cilk1 200000000 avg 48047.15015 23959.7806190476 16997.6081904762 12397.7521428571 10153.7547619048 8304.9217142857 7268.364952381 6294.5993809524 5669.8410952381 5072.1159047619 4701.2436190476 4312.3635238095 4040.0882380952 3746.5412857143 3576.4894761905 3356.7543333333 3287.2448571429 3087.0917142857 3005.8748571429 2918.0311428572 2844.4301428572 2760.4967619048 2706.5371428572 2651.5906666667 2585.7910952381 2530.3343333333 2504.2842857143 2428.4304285714 2408.7763809524 2362.4005238095 2331.8995238095 2310.3772857143 2275.7246190476 2230.348 2211.0488571429 2177.0096190476
cilk1 200000000 max 48601.402 24250.534 17700.077 12556.693 10299.245 8395.403 7413.509 6366.855 5741.501 5118.32 4808.85 4403.77 4134.914 3838.398 3703.23 3482.673 3420.917 3283.388 3144.333 3049.016 2971.977 2870.75 2793.242 2800.367 2732.636 2644.817 2615.454 2504.927 2484.766 2432.236 2454.921 2436.597 2384.062 2342.509 2325.211 2297.967
cilk1 200000000 min 47369.414 23589.924 16474.982 12216.063 10010.124 8230.777 7167.134 6244.862 5572.707 5021.15 4628.067 4224.768 3914.306 3655.995 3445.381 3214.977 3141.1 2947.256 2845.74 2761.094 2711.611 2675.087 2599.579 2543.579 2506.599 2462.125 2423.478 2371.568 2345.398 2304.989 2264.747 2231.337 2198.828 2162.985 2160.357 2096.836
cilk1 200000000 std 275.0536636712 161.4241879123 345.9725269543 93.7643303278 86.6431293727 43.6023854693 72.2541312269 29.3434204132 40.4666039295 24.7485192707 44.0645025315 46.7762999922 59.105606223 58.4302717229 80.3910445203 70.3193089189 74.5970636837 97.5630269934 93.2367530914 96.0074318896 82.5014781997 59.283191514 54.0882210664 67.6903041634 56.6237523809 40.4182394425 59.509103434 42.1515913704 39.9849552888 40.1455584637 43.8066611609 62.9384482754 51.6854858819 52.8830469498 44.1670888211 57.4518554552
