qs_mpi 1 500000000 127436.809
qs_mpi 2 500000000 84413.677
qs_mpi 4 500000000 43190.832
qs_mpi 8 500000000 23238.460
qs_mpi 16 500000000 12170.531
qs_mpi 32 500000000 7432.118
qs_mpi 64 500000000 4433.721
qs_mpi 128 500000000 2614.126
qs_mpi 256 500000000 1939.471
qs_mpi 512 500000000 1472.396
qs_mpi 1 500000000 127156.087
qs_mpi 2 500000000 70702.792
qs_mpi 4 500000000 40591.917
qs_mpi 8 500000000 19897.764
qs_mpi 16 500000000 12902.144
qs_mpi 32 500000000 6880.775
qs_mpi 64 500000000 4398.204
qs_mpi 128 500000000 2658.097
qs_mpi 256 500000000 1906.677
qs_mpi 512 500000000 1497.801
qs_mpi 1 500000000 129329.318
qs_mpi 2 500000000 82945.225
qs_mpi 4 500000000 36783.581
qs_mpi 8 500000000 24703.740
qs_mpi 16 500000000 13041.633
qs_mpi 32 500000000 6926.748
qs_mpi 64 500000000 4248.016
qs_mpi 128 500000000 2883.010
qs_mpi 256 500000000 1807.838
qs_mpi 512 500000000 1430.691
qs_mpi 1 500000000 132655.517
qs_mpi 2 500000000 76992.929
qs_mpi 4 500000000 42135.979
qs_mpi 8 500000000 27423.701
qs_mpi 16 500000000 13578.682
qs_mpi 32 500000000 7012.367
qs_mpi 64 500000000 4379.103
qs_mpi 128 500000000 2735.457
qs_mpi 256 500000000 1865.949
qs_mpi 512 500000000 1475.381
qs_mpi 1 500000000 127163.486
qs_mpi 2 500000000 72611.618
qs_mpi 4 500000000 42904.681
qs_mpi 8 500000000 26297.356
qs_mpi 16 500000000 13829.024
qs_mpi 32 500000000 7784.972
qs_mpi 64 500000000 4522.641
qs_mpi 128 500000000 2745.822
qs_mpi 256 500000000 1904.380
qs_mpi 512 500000000 1436.351
qs_mpi 1 500000000 132621.084
qs_mpi 2 500000000 70541.580
qs_mpi 4 500000000 44779.611
qs_mpi 8 500000000 23638.812
qs_mpi 16 500000000 12729.576
qs_mpi 32 500000000 6899.800
qs_mpi 64 500000000 4504.378
qs_mpi 128 500000000 2923.815
qs_mpi 256 500000000 1851.520
qs_mpi 512 500000000 1420.435
qs_mpi 1 500000000 127642.492
qs_mpi 2 500000000 76914.944
qs_mpi 4 500000000 37467.646
qs_mpi 8 500000000 22214.295
qs_mpi 16 500000000 12256.838
qs_mpi 32 500000000 7069.171
qs_mpi 64 500000000 4501.526
qs_mpi 128 500000000 3021.247
qs_mpi 256 500000000 1903.907
qs_mpi 512 500000000 1538.264
qs_mpi 1 500000000 127715.000
qs_mpi 2 500000000 73194.379
qs_mpi 4 500000000 42706.363
qs_mpi 8 500000000 24041.004
qs_mpi 16 500000000 11698.814
qs_mpi 32 500000000 7263.465
qs_mpi 64 500000000 4236.391
qs_mpi 128 500000000 2836.684
qs_mpi 256 500000000 1904.577
qs_mpi 512 500000000 1500.959
qs_mpi 1 500000000 129403.826
qs_mpi 2 500000000 75597.705
qs_mpi 4 500000000 43368.728
qs_mpi 8 500000000 22184.772
qs_mpi 16 500000000 12365.137
qs_mpi 32 500000000 7566.386
qs_mpi 64 500000000 4173.796
qs_mpi 128 500000000 2777.123
qs_mpi 256 500000000 1996.818
qs_mpi 512 500000000 1525.704
qs_mpi 1 500000000 133639.435
qs_mpi 2 500000000 69122.721
qs_mpi 4 500000000 40618.007
qs_mpi 8 500000000 23045.011
qs_mpi 16 500000000 12722.557
qs_mpi 32 500000000 7231.602
qs_mpi 64 500000000 4212.043
qs_mpi 128 500000000 2873.396
qs_mpi 256 500000000 1823.063
qs_mpi 512 500000000 1475.514
qs_mpi 1 500000000 129399.383
qs_mpi 2 500000000 83819.108
qs_mpi 4 500000000 41554.865
qs_mpi 8 500000000 24751.688
qs_mpi 16 500000000 11527.786
qs_mpi 32 500000000 7305.421
