qs_mpi 64 500000000 4664.649
qs_mpi 128 500000000 2641.379
qs_mpi 256 500000000 2002.751
qs_mpi 512 500000000 1456.079
qs_mpi 1 500000000 129745.620
qs_mpi 2 500000000 76031.741
qs_mpi 4 500000000 41634.410
qs_mpi 8 500000000 22251.027
qs_mpi 16 500000000 13501.589
qs_mpi 32 500000000 6675.026
qs_mpi 64 500000000 4138.591
qs_mpi 128 500000000 2649.306
qs_mpi 256 500000000 1923.154
qs_mpi 512 500000000 1444.140
qs_mpi 1 500000000 133912.950
qs_mpi 2 500000000 81505.467
qs_mpi 4 500000000 35898.987
qs_mpi 8 500000000 22552.077
qs_mpi 16 500000000 14006.628
qs_mpi 32 500000000 6761.220
qs_mpi 64 500000000 4042.684
qs_mpi 128 500000000 2905.221
qs_mpi 256 500000000 1839.431
qs_mpi 512 500000000 1526.184
qs_mpi 1 500000000 129545.489
qs_mpi 2 500000000 66438.870
qs_mpi 4 500000000 40742.577
qs_mpi 8 500000000 23012.001
qs_mpi 16 500000000 12631.783
qs_mpi 32 500000000 7255.878
qs_mpi 64 500000000 4226.151
qs_mpi 128 500000000 2643.446
qs_mpi 256 500000000 1871.263
qs_mpi 512 500000000 1462.717
qs_mpi 1 500000000 127472.834
qs_mpi 2 500000000 69458.600
qs_mpi 4 500000000 39946.530
qs_mpi 8 500000000 22523.532
qs_mpi 16 500000000 11585.303
qs_mpi 32 500000000 7072.463
qs_mpi 64 500000000 4650.051
qs_mpi 128 500000000 2712.555
qs_mpi 256 500000000 1877.719
qs_mpi 512 500000000 1427.953
qs_mpi 1 500000000 127748.617
qs_mpi 2 500000000 73328.604
qs_mpi 4 500000000 39160.084
qs_mpi 8 500000000 19901.248
qs_mpi 16 500000000 12945.838
qs_mpi 32 500000000 7147.859
qs_mpi 64 500000000 3928.900
qs_mpi 128 500000000 2694.287
qs_mpi 256 500000000 1856.068
qs_mpi 512 500000000 1460.906
qs_mpi 1 500000000 127504.740
qs_mpi 2 500000000 84938.488
qs_mpi 4 500000000 41613.531
qs_mpi 8 500000000 23628.331
qs_mpi 16 500000000 13112.158
qs_mpi 32 500000000 7192.818
qs_mpi 64 500000000 4422.417
qs_mpi 128 500000000 2685.504
qs_mpi 256 500000000 1908.102
qs_mpi 512 500000000 1444.968
qs_mpi 1 500000000 127716.399
qs_mpi 2 500000000 78668.731
qs_mpi 4 500000000 42038.377
qs_mpi 8 500000000 21454.596
qs_mpi 16 500000000 12517.625
qs_mpi 32 500000000 7324.723
qs_mpi 64 500000000 3977.383
qs_mpi 128 500000000 2628.509
qs_mpi 256 500000000 1952.951
qs_mpi 512 500000000 1402.432
qs_mpi 1 500000000 127198.601
qs_mpi 2 500000000 69008.932
qs_mpi 4 500000000 45497.964
qs_mpi 8 500000000 25561.104
qs_mpi 16 500000000 12489.207
qs_mpi 32 500000000 6861.256
qs_mpi 64 500000000 4124.537
qs_mpi 128 500000000 2665.035
qs_mpi 256 500000000 1864.829
qs_mpi 512 500000000 1479.785
qs_mpi 1 500000000 126981.635
qs_mpi 2 500000000 72567.208
qs_mpi 4 500000000 44695.083
qs_mpi 8 500000000 21420.846
qs_mpi 16 500000000 12161.156
qs_mpi 32 500000000 6940.265
qs_mpi 64 500000000 4176.244
qs_mpi 128 500000000 2767.797
qs_mpi 256 500000000 1822.379
qs_mpi 512 500000000 1422.354
