qs_omp 1 1000000 -1 80 135.735
qs_omp 1 1000000 -1 12500 142.967
qs_omp 1 1000000 -1 21724 187.716
qs_omp 1 1000000 -1 15687 191.246
qs_omp 1 1000000 -1 14120 191.596
qs_omp 1 1000000 -1 3016 192.360
qs_omp 1 1000000 -1 29640 192.746
qs_omp 1 1000000 -1 17162 193.681
qs_omp 1 1000000 -1 29443 193.947
qs_omp 1 1000000 -1 10979 194.329
qs_omp 1 2000000 -1 31628 263.507
qs_omp 1 2000000 -1 31255 294.509
qs_omp 1 2000000 -1 16763 315.358
qs_omp 1 2000000 -1 12418 319.608
qs_omp 1 2000000 -1 17489 320.030
qs_omp 1 2000000 -1 8337 320.545
qs_omp 1 2000000 -1 3638 320.684
qs_omp 1 2000000 -1 30082 320.852
qs_omp 1 2000000 -1 14240 322.315
qs_omp 1 2000000 -1 5854 328.902
qs_omp 1 5000000 -1 18299 682.519
qs_omp 1 5000000 -1 2682 700.313
qs_omp 1 5000000 -1 24767 708.300
qs_omp 1 5000000 -1 14811 722.538
qs_omp 1 5000000 -1 7809 723.231
qs_omp 1 5000000 -1 13935 725.720
qs_omp 1 5000000 -1 12956 726.501
qs_omp 1 5000000 -1 24847 727.640
qs_omp 1 5000000 -1 4240 732.078
qs_omp 1 5000000 -1 9694 733.118
qs_omp 1 10000000 -1 2874 1432.615
qs_omp 1 10000000 -1 4657 1439.764
qs_omp 1 10000000 -1 26217 1442.215
qs_omp 1 10000000 -1 32628 1443.950
qs_omp 1 10000000 -1 12463 1448.117
qs_omp 1 10000000 -1 20614 1448.963
qs_omp 1 10000000 -1 11795 1449.238
qs_omp 1 10000000 -1 15637 1451.094
qs_omp 1 10000000 -1 8426 1451.429
qs_omp 1 10000000 -1 29702 1451.685
qs_omp 1 20000000 -1 24737 2963.959
qs_omp 1 20000000 -1 20980 2969.025
qs_omp 1 20000000 -1 9758 2973.057
qs_omp 1 20000000 -1 22779 2978.930
qs_omp 1 20000000 -1 13357 2984.699
qs_omp 1 20000000 -1 25852 2985.056
qs_omp 1 20000000 -1 9418 2988.104
qs_omp 1 20000000 -1 26522 2988.111
qs_omp 1 20000000 -1 16526 2990.718
qs_omp 1 20000000 -1 25571 2994.361
qs_omp 1 50000000 -1 15522 7797.186
qs_omp 1 50000000 -1 15244 7804.913
qs_omp 1 50000000 -1 28648 7823.135
qs_omp 1 50000000 -1 814 7831.740
qs_omp 1 50000000 -1 3116 7835.499
qs_omp 1 50000000 -1 17500 7851.680
qs_omp 1 50000000 -1 10345 7862.796
qs_omp 1 50000000 -1 14810 7864.705
qs_omp 1 50000000 -1 11676 7880.913
qs_omp 1 50000000 -1 13125 7893.363
qs_omp 1 100000000 -1 10134 15933.089
qs_omp 1 100000000 -1 2431 16000.337
qs_omp 1 100000000 -1 29321 16108.384
qs_omp 1 100000000 -1 18927 16165.044
qs_omp 1 100000000 -1 5784 16200.096
qs_omp 1 100000000 -1 16875 16200.671
qs_omp 1 100000000 -1 6147 16207.137
qs_omp 1 100000000 -1 1309 16274.148
qs_omp 1 100000000 -1 24136 16328.631
qs_omp 1 100000000 -1 22484 16383.636
qs_omp 1 200000000 -1 17843 33066.731
qs_omp 1 200000000 -1 31467 33435.601
qs_omp 1 200000000 -1 12678 33478.878
qs_omp 1 200000000 -1 8195 33655.609
qs_omp 1 200000000 -1 962 33668.500
qs_omp 1 200000000 -1 9373 33691.699
qs_omp 1 200000000 -1 6517 33699.884
qs_omp 1 200000000 -1 30030 33702.220
qs_omp 1 200000000 -1 3479 33716.046
qs_omp 1 200000000 -1 25988 33743.636
qs_omp 2 1000000 -1 11059 90.423
qs_omp 2 1000000 -1 28234 115.973
qs_omp 2 1000000 -1 11582 117.765
qs_omp 2 1000000 -1 22853 118.566
qs_omp 2 1000000 -1 7201 118.768
qs_omp 2 1000000 -1 5615 118.770
qs_omp 2 1000000 -1 5390 119.294
qs_omp 2 1000000 -1 4944 119.518
qs_omp 2 1000000 -1 14678 119.525
qs_omp 2 1000000 -1 24192 119.752
qs_omp 2 1000000 -1 10089 119.752
qs_omp 2 1000000 -1 7938 119.805
qs_omp 2 1000000 -1 6199 120.096
qs_omp 2 1000000 -1 15139 120.317
qs_omp 2 1000000 -1 22955 120.432
qs_omp 2 1000000 -1 4593 120.511
qs_omp 2 1000000 -1 28066 120.904
qs_omp 2 1000000 -1 9105 121.123
qs_omp 2 1000000 -1 23098 121.771
qs_omp 2 1000000 -1 14501 122.876
qs_omp 2 1000000 -1 19247 125.188
qs_omp 2 2000000 -1 6062 192.912
qs_omp 2 2000000 -1 19929 201.748
qs_omp 2 2000000 -1 12500 206.227
qs_omp 2 2000000 -1 6208 206.902
qs_omp 2 2000000 -1 19127 207.240
qs_omp 2 2000000 -1 32106 207.459
qs_omp 2 2000000 -1 3018 208.046
qs_omp 2 2000000 -1 19507 208.403
qs_omp 2 2000000 -1 15962 208.634
qs_omp 2 2000000 -1 29670 208.739
qs_omp 2 2000000 -1 13571 208.741
qs_omp 2 2000000 -1 12719 209.100
qs_omp 2 2000000 -1 22087 209.251
qs_omp 2 2000000 -1 1119 209.858
qs_omp 2 2000000 -1 3922 209.903
qs_omp 2 2000000 -1 988 210.094
qs_omp 2 2000000 -1 17841 210.138
qs_omp 2 2000000 -1 26618 210.242
qs_omp 2 2000000 -1 11861 210.698
qs_omp 2 2000000 -1 14788 210.942
qs_omp 2 2000000 -1 29874 220.252
qs_omp 2 5000000 -1 1716 410.373
qs_omp 2 5000000 -1 25495 421.596
qs_omp 2 5000000 -1 5193 422.437
qs_omp 2 5000000 -1 11948 422.741
qs_omp 2 5000000 -1 7234 423.116
qs_omp 2 5000000 -1 338 423.541
qs_omp 2 5000000 -1 22175 423.718
qs_omp 2 5000000 -1 21190 424.449
qs_omp 2 5000000 -1 31047 425.695
qs_omp 2 5000000 -1 14240 427.284
qs_omp 2 5000000 -1 22448 427.511
qs_omp 2 5000000 -1 16423 440.888
qs_omp 2 5000000 -1 20900 447.264
qs_omp 2 5000000 -1 13403 453.301
qs_omp 2 5000000 -1 5432 454.068
qs_omp 2 5000000 -1 30580 454.611
qs_omp 2 5000000 -1 31523 456.395
qs_omp 2 5000000 -1 32568 458.638
qs_omp 2 5000000 -1 23685 459.955
qs_omp 2 5000000 -1 895 460.118
qs_omp 2 5000000 -1 32201 483.295
qs_omp 2 10000000 -1 13491 794.156
qs_omp 2 10000000 -1 2054 815.746
qs_omp 2 10000000 -1 30304 826.037
qs_omp 2 10000000 -1 6133 829.482
qs_omp 2 10000000 -1 3776 832.760
qs_omp 2 10000000 -1 17401 834.741
qs_omp 2 10000000 -1 4240 836.065
qs_omp 2 10000000 -1 10017 840.810
qs_omp 2 10000000 -1 16809 841.139
qs_omp 2 10000000 -1 5360 842.207
qs_omp 2 10000000 -1 19064 843.553
qs_omp 2 10000000 -1 2594 854.571
qs_omp 2 10000000 -1 27370 854.821
qs_omp 2 10000000 -1 727 859.334
qs_omp 2 10000000 -1 32374 860.716
qs_omp 2 10000000 -1 29813 861.455
qs_omp 2 10000000 -1 28357 863.628
qs_omp 2 10000000 -1 23055 863.934
qs_omp 2 10000000 -1 4567 865.001
qs_omp 2 10000000 -1 3672 865.817
qs_omp 2 10000000 -1 858 879.186
qs_omp 2 20000000 -1 10949 1596.120
qs_omp 2 20000000 -1 21464 1600.299
qs_omp 2 20000000 -1 4470 1619.739
qs_omp 2 20000000 -1 32102 1620.741
qs_omp 2 20000000 -1 32099 1644.096
qs_omp 2 20000000 -1 7397 1651.862
qs_omp 2 20000000 -1 10938 1652.817
qs_omp 2 20000000 -1 28993 1653.032
qs_omp 2 20000000 -1 7115 1656.962
qs_omp 2 20000000 -1 1569 1657.282
qs_omp 2 20000000 -1 28322 1658.109
qs_omp 2 20000000 -1 1751 1659.028
qs_omp 2 20000000 -1 26494 1659.589
qs_omp 2 20000000 -1 11584 1662.494
qs_omp 2 20000000 -1 6550 1663.372
qs_omp 2 20000000 -1 2161 1663.577
qs_omp 2 20000000 -1 28858 1664.195
